index,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
82,Chaos0597,,,103,30,2571,76,"So far today, Ive heard of 3 people (in their 20s) having parties tonight because of the lockdown starting tomorrow. It’s because of you clowns that we are going into lockdown in the first place. What is it about #COVID19 that you don’t understand?  #Covidiots",[]
83,ShawnGoldwater,Writer in Montreal. Shawn à Montréal sur Wikipedia. Works in film. Lives in Mile End. CFL fan. Tallest Jew I know.,"Mile End, Montreal, Quebec",520,256,20025,37,Finish-line anxiety is now the defining feature of pandemic life. Vaccines have created the illusion that the pandemic’s end is close at hand. But the third wave is just getting started.   https://t.co/GqLJgiwSzM via @GlobeDebate #COVID19,[]
84,AfeezAdeyinka7,"Am an Artist Based on Pencil drawing, Painting and Pen work",,23,4,11,1,"Painting of a Nigeria traditional drum DunDun by a Nigeria base Artist 

#Painting #artwork #COVID19 #drawing #talent #Creative https://t.co/HCVyXXGC38","['Painting', 'artwork', 'COVID19', 'drawing', 'talent']"
85,B_quaintrelle,Medic. Polymath🦄,,131,84,4242,16,"The #COVID19 Dashboard has been updated: https://t.co/a0y3StFiss

On Sat 3 April 2021, 3,423 new cases and 10 deaths within 28 days of a positive test were reported across the UK

31,425,682 people have received the first dose of a #vaccine and 5,205,505 have received a 2nd dose https://t.co/3REeDWsD4l",['COVID19']
86,Yokesh47351430,,Porur,440,91,11703,6,".@ActorMadhavan  is overwhelmed with the response for #RocketryTrailer in spite of five people at home tested positive for #coronavirus 

MORE: https://t.co/JQo3efwLHm",['RocketryTrailer']
87,Mrsingbaba,"(Gooner)Preacher of Love, Truth and Nature.#Recordingartiste,#Songwriter, #Producer, #catalystforchange
Chartered Project Manager (GIPM)

IG:@callmesingnature",Abba's Cottage,997,4464,61254,216,"Nigerian doctors are on strike because @MBuhari pays them peanuts. But he is here paying millions to UK doctors. #HarassBuhariOutOfLondon. Abuja House, 2 Campden Hill, Kensington, W8 7AD. Observe #COVID19 protocols. Limit yourself to socially distanced groups of 6. Be nonviolent!",[]
88,melodiefryar,"#uniteblue #Liberal political junkie- landscape designer, foodie, loves animals, NPR, cooks, reads, meditates, gardens.#resist #blacklivesmatter Biden2020!",United States,4140,1889,105608,47,.@BAshbyMD and @DrChrisMD share why this is not the time for America to relax in the fight against #COVID19. #CrossConnection https://t.co/Tu46I55UaN,['COVID19']
89,duhchiha,ketz ano,Philipains,219,207,2319,64,"ACTIVE CASES IN PH SURPASS 165,000🚨

As the surge in #COVID19 cases continues in the Philippines, the number of active cases in the country peaks at 165,715 this week - before the regular Sunday drop tomorrow. Stay safe! 

&gt; Highest-ever in Southeast Asia: 176,672 (Indonesia) https://t.co/Sh0PIAgMHI",['COVID19']
90,Sayu_riaz,,"Durban, South Africa",757,325,12544,0,.@g20org @@RishiSunak @MEF_GOV @JapanGov @SecYellen  @brunolemaire @OlafScholz — new #SDRs could be a gamechanger for the global pandemic recovery 🌎 Will you ensure that the #G20 commits to use  25% of their value to help poor countries fighting #COVID19?,"['SDRs', 'G20', 'COVID19']"
91,vicky21882545,爆料革命 拯救人类 一切已经开始💪,,860,230,10410,412,"#WarRoomPandemic, 2 Apr 2021
- WHO/CCP #COVID19 report insists on “if...if...or...or...if not...or not...”-nature origin theory
- Based on (-) results &amp; empty possibilities, CCP blame the whole world plus animals for pandemic, except for CCP
#UnrestrictedScientificMisinformation https://t.co/0hGu94hZCE","['WarRoomPandemic', 'COVID19']"
92,AmericaRising17,Everyday is Groundhog Day w/Democrats; same ol' 💩. President Trump exposed the utter deceit & rot within government. We must stand WITH HIM to #DrainTheSwamp.🐍,disintegrating nation,5585,6080,247741,2,"#COVID19 = Certification Of Vaccine ID &amp; the 
19 is not a year but stands for AI (Artificial Intelligence) 

The vaccines contain nanoparticles to usher in #transhumanism.....[they] do not need humans  

Get right w/ #God 
#Easter #Pray #JesusChrist  
 
  #NWO #Biden = #Evil https://t.co/zFXjGWRCfR",['COVID19']
93,SouthernRockin1,Business/political nerd. Love my fur children & home. Conservatism is an immoral commitment to never Evolve. #TurnTexasBlue2022! #DontHateOnNewAccounts #NoDMs,"#HTown! Houston, TX",48,3,134,0,"@1stColonel @SylvesterTurner @LinaHidalgoTX A hospital worker who doesn't believe 550,000 Americans died of Covid19 so far? Scary.  
They should work 3 low paying jobs, never seeing their children (so you can cry deterioration of family). All to pay  for rural families sitting around ""together"", waiting for checks?",[]
94,KhawarCh,"می ناخوش و بیزار ہوں مرمر کی سلوں سے
میرے لئے مٹی کا حرم اور بنا دو",,2200,2472,125194,1,Shukriya for helping #COVID19 grove and party https://t.co/h3pJXorEs5,['COVID19']
95,Dhammasena2020,Hydroxychloroquine,,1812,161,4986,1133,"Newsmax National Report, 1 Apr 2021
- Scientific misinformation campaign misled you on origin of #COVID19 
- SARS-CoV-2 is intentionally released during “community tests”, then out of control
- Community test is a key step to make #UnrestrictedBioweapon like natural occurring https://t.co/WPPALLPhwb",['COVID19']
96,MegganStark1,"School bus driver, hat maker and scared senior right now",,24,8,302,208,"Government: “We’re committed to keeping people safe during #COVID19.”

Government:

          👨🏻
     👨🏻👨🏻👩🏼
  👨🏻👨🏻👩🏼👨🏻

People most affected by the virus:

👩🏿 👨🏾👨🏻‍🦳👩🏾‍🦽👵🏾
👳🏾‍♀️ 👵🏻🧕🏾🧔🏿👳🏾‍♂️",['COVID19']
97,lppinheiros,"Mestre em Estudos Estratégicos. Política, Economia e Relações Internacionais.","Niterói, Brasil",2661,1761,2560,3694,"I cry for the people of Brazil 🇧🇷

#P1 is serious. The world better wake up. 

(HT @MaxCRoser &amp; @OurWorldInData) #COVID19 https://t.co/uradMAlJeN","['P1', 'COVID19']"
98,iam_nsk25,Full time student | Barcelona |Arsenal | Messi | Federer | Rajinified | Dravid | Food lover | Apple Fan boy,In the Present,774,39,781,18,"BECAUSE of COVID19 I’ll be blessing the first 500 persons that RETWEET and LIKE this tweet with $500 - $3500 through CashApp, Venmo , Apple Pay or Zelle💖
Need money for rent? Car note? Utilities? Student Loan?  College fees? 
DM “How“ for payment 💵 💰 https://t.co/vgqOqrp8TP",[]
99,PraveenHC007,"Interested in Sports, Cinema, Politics, General Knowldege 🔥🙌❤️","Salem, India",1191,321,7952,3,"Here is the Tamil Nadu #COVID19 Update for today (April 3). 

#Corona https://t.co/yBpB9puH8x","['COVID19', 'Corona']"
100,ARCProGroup,#Concierge #mentalhealth team led by Former Testing #Psychologist in NFL #SubstanceAbuse Program. #Addiction #Divorce #Career #Wellness #Forensics #VIP,"Chicago, IL",4617,1003,21100,0,The #Ventilation aspect of reopening #achools - and other #workplaces such as offices - is crucial and often missing for the plans. #kids #education #parents #educators #teachers #covid19 #pandemic https://t.co/dZvPYQnbGj,"['Ventilation', 'achools', 'workplaces', 'kids', 'education', 'parents', 'educators', 'teachers', 'covid19', 'pandemic']"
101,vcmodi,,,92,192,96032,327,I don’t know when and how the menace of #COVID19 will end. It looks so dark and dingy tunnel ahead. Feeling depressed. How will we find the way out ?,['COVID19']
102,Wilkinsonjonny,"ICU Cons, FUSIC committee member POCUS, FOAMed + NW-POCUS💪 Editor: Ox. Handbook of Thoracic Anaesthesia & founder Critical Care Northampton. All views my own!!","Northampton, England",4237,9741,28872,0,"Here’s another example of consolidation in #COVID19, with a small parapnemonic effusion. 

We saw a lot of superadded bacterial infections in COVID. You don’t classically see straight forward consolidation with simple viral pneumonitis. https://t.co/wEPE8l8UQp",['COVID19']
103,khadeermech,,"Chennai, India",78,25,1322,12,"3446 new Covid19 cases reported today in Tamil Nadu. 

1290/ 3446 cases from Chennai. 

81,467 persons tested today.

1834 patients discharged. 14 new deaths.

Total: 8,96,226 cases, 8,63,258 discharged &amp; 12,764 deaths https://t.co/NuykOphao2",[]
104,usmo_umak,University of Makati Student Multimedia Organization's official Twitter Account • est. 2019,Makati City,78,184,20798,7,"98% of Taguig City health workers vaccinated for #COVID19 

https://t.co/xsp0gWlNdP",['COVID19']
105,DuchessWakanda,I am in love with myself...What is mine has finally found me😍🙌... I see things/future in dreams...,"Pretoria, South Africa🇿🇦",1367,1400,9583,21,"The Kruger National Park has been inundated with tourists and has reached the maximum number of visitors allowed for the long weekend. #tourism #COVID19 

https://t.co/C2PfVwVppp",[]
106,KristianFuller6,,"Hailsham, England",367,12,801,0,No COVID -19 admissions to hospital but nhs now on heightened alert for pneumonia surge after British brave bbqs in arctic conditions #greatbritishwesther #COVID19 #stayoutside #frozen,"['greatbritishwesther', 'COVID19', 'stayoutside', 'frozen']"
107,colinrtalbot,For better understanding of government & public administration. Professor of Government (Emeritus) Manchester. Born: Dover (that's my Castle).,Bedford,2120,16413,124096,3694,"I cry for the people of Brazil 🇧🇷

#P1 is serious. The world better wake up. 

(HT @MaxCRoser &amp; @OurWorldInData) #COVID19 https://t.co/uradMAlJeN","['P1', 'COVID19']"
108,surbhi1983,Educator. Space enthusiast.,,125,70,169,793,"(Posted with permission)
47 y old teacher totally healthy.
#Covid19 +ve student contact.
Now intubated in ICU.
Explain why schools aren't safer.
Explain why teachers aren't vaccinated. 
Explain why essential workers now fill our ICUs in Ontario. 
Explain.",['Covid19']
109,ritbhat,Bharat mera hain.,,418,58,8213,2189,"I was stopped from visiting Kausa #COVID19 center (Thane). The center is abruptly closed, it's infrastructure stolen. I am now stopped to Expose this Ghotala and arrested and now taken to Kalva Police Station @BJP4Maharashtra @Dev_Fadnavis @BJP4India",['COVID19']
110,121shan,❤️ LOVE•LIVE•LIFE❤️#Beyonce #Eastenders #ChrisBrown #Stormzy #Bieber #TVaddict #MovieLover #HARRYPOTTER 🙌🏿#DisneyLover 💜🇯🇲🇱🇨 #BlackLivesMatter✊🏿,London ,2097,709,119192,6,"Another 10 deaths have been recorded in the UK within 28 days of a positive #COVID19 test, according to govt figures.

Over five million people have now had two vaccine doses, with a further 256,870 second jabs given in the last 24-hour period.

Latest: https://t.co/gowH5s3EHP https://t.co/KfS7HrqCHE",['COVID19']
111,JerichoYeti,Documentary. Exposing totalitarianism in the USA. Fascism is the impossibility of reason. #GoodTrouble #SupportIndieFilm  #Anthropology #Resist #Philosophy,"Florida, USA",2680,2839,23115,0,"Republicans have turned Florida into an unregulated cesspool of political corruption, sex trafficking, COVID19 coverups and literal toxic waste. #DeathSantis #GaetzGate #GOPLiesAboutEverything #MattGaetz #TrumpCrimeFamilyForPrison https://t.co/g4MZUxbUtL","['DeathSantis', 'GaetzGate', 'GOPLiesAboutEverything', 'MattGaetz', 'TrumpCrimeFamilyForPrison']"
112,triathlete06,Normal person. Questions rules. Just lives life.,,298,346,7439,13,"""I am a little different from most academic infectious disease epidemiologists, as most of my collaborations are with public health departments."" My frank discussion of #COVID19 strategy with the smart and entertaining @VPrasadMDMPH at @UCSF. 
https://t.co/C3S2guGMT7",[]
113,stenopelmatus,"Il était une fois une petite fille compliquée, dépressive et biologiste |
Polímata frustrada |
Vivo de lado.",Al otro lado del espejo,754,290,51222,254,"4) can it get worse? Yes. It could be like Mexico, which new numbers now even exceed Brazil’s official #COVID19 death count. https://t.co/k5agLH9HE8",['COVID19']
114,hernangraffe,"Microbiólogo, Profesor Universitario de la Universidad Central de Venezuela.",Caracas,5001,2151,113022,8,"This #AI-powered #app @VocalisHealth detects #COVID19 

using just your #voice with 80% #accuracy 

https://t.co/KA5Y3VuIcO #fintech #insurtech #ArtificialIntelligence #MachineLearning #DeepLearning @IndianIdle @ahier @psb_dc @jblefevre60 @YuHelenYu @pierrepinna @HaroldSinnott https://t.co/pc8GYRCG3P","['AI', 'app', 'COVID19', 'voice', 'accuracy']"
115,mahi1947,A true Nationalist.,New Delhi,397,59,19839,2189,"I was stopped from visiting Kausa #COVID19 center (Thane). The center is abruptly closed, it's infrastructure stolen. I am now stopped to Expose this Ghotala and arrested and now taken to Kalva Police Station @BJP4Maharashtra @Dev_Fadnavis @BJP4India",['COVID19']
116,cgsquared3,,,298,56,344,76,".@Sflecce @fordnation @celliottability, the data do not lie. Incidence of #COVID19 in students at in-person school is climbing at a shocking rate, roughly tripling that of youth not in schools.

Pls don't tell us schools are safe. MAKE schools safe. #onted #onpoli #COVID19Ontario https://t.co/NWB5DWmVIa",['COVID19']
117,NorthPhoenixnet,,North Phoenix,16,8,748,0,Ceremonial Nobel Presentation https://t.co/69OShJTYnW,[]
118,misterzee24,"Teacher, Aspiring Powerlifter, Pro Wrestling Smark, Pokémon Master. Sometimes Politics, Sometimes My Thoughts :) #VoteFordOut2022 #FireLecce","Mississauga, Ontario",771,611,6175,793,"(Posted with permission)
47 y old teacher totally healthy.
#Covid19 +ve student contact.
Now intubated in ICU.
Explain why schools aren't safer.
Explain why teachers aren't vaccinated. 
Explain why essential workers now fill our ICUs in Ontario. 
Explain.",['Covid19']
119,MassGeneralMDs,Information and content for and about Mass General physicians. http://https://t.co/oV1nXFihOn,"Boston, MA",602,3132,3144,0,"Covid-19 and the Investigator Pipeline. @NEJM perspective by #MassGeneral Department of Medicine physician-in-chief Katrina Armstrong, MD. @katrinarmstrong  #COVID19 https://t.co/l0Nfxvcowl","['MassGeneral', 'COVID19']"
120,UHYHackerYoung,UHY Hacker Young is an ambitious and forward-thinking Top 20 Group of UK chartered accountants. Our focus is on you and helping you prosper.,Nationwide,736,3706,15446,0,"Over a year on from the start of the #Covid19 pandemic, #AIM has defied widespread expectations of underperformance and had a far better year than the Main Market. Read more about the market comparatives and the reasons behind AIM’s resilience. https://t.co/7USG4yhJOK","['Covid19', 'AIM']"
121,THELADYHASSTYLE,"Maiden name Shadforth my Fathers name, a small village called Shadforth in County Durham, England. Dutch Mother, can trace family name back to Rietshoven c1700",,28,424,19695,80,"Track &amp; Trace will become your Covid Passport. 

We will undoubtable trade freedom for happiness. And they know that

“The choice for mankind lay between freedom and happiness, and that, for the great bulk of mankind, happiness was better”

- George Orwell 1984

#COVID19",[]
